:title_ja,:prefecture_ja,:address_ja,:description_ja,:workday_ja,:tel,:url,:genres_ja,:title_en,:prefecture_en,:address_en,:description_en,:workday_en,:genres_en,:photo_id
巌門,石川県,羽咋郡志賀町富来牛下,能登金剛を代表する景勝地。波の浸食で、松を抱いた断崖に大きな洞門ができたもの。奥行き約60mの洞門には遊歩道もある。,通年（厳門遊覧船は4月～11月14日）,0767-48-1233,http://www3.ocn.ne.jp/~ganmon/,特殊地形,Ganmon,Ishikawa Prefecture,Hakui-gun Shiga Togi cattle under,"Scenic spots to represent the Notokongo. A wave of erosion, which could large Domon the cliff that was holding a pine. There is also promenade to Domon of depth about 60m.",all year ,Special terrain,
見附島,石川県,珠洲市宝立町鵜飼,見付海岸の目の前にそびえる奇岩の島。軍艦のような勇壮な姿から「軍艦島」の別名もある。弘法大師が能登を訪れた際、最初に目に付いたことが名の由来。,通年,0768-82-4688,,島,Mitsukejima,Ishikawa Prefecture,Suzu Horyumachiukai,"Mitsuke coast of rock formations of the island towering in front of the eye. There is also the alias of ""warship island"" from a heroic figure, such as a warship. When Kobo Daishi visited Noto, from that it was attached to the first eye is the name.",all year ,Island,
刈込池,福井県,大野市上打波,その昔。泰澄大師が白山千蛇ヶ池に棲む大蛇を分けて刈り込み封じ込めたという伝説が残る池。透明な水面に映りこむ、三ノ峰の壮大な紅葉は美しいの一言。,5月上旬～11月下旬,0779-66-1111,,湿原・池塘,Karikomi-chi,Fukui Prefecture,Ono City Kamiuchinami,"The old days. pond Taichō Daishi a legend that was containment pruning by dividing the snake living in Hakusan Senhebi~ke pond remain. And reflected on the clear water, spectacular fall foliage of Mount Sannomine is beautiful word.",,Wetlands-Chi,
大樹寺,愛知県,岡崎市鴨田町広元５－１,松平・徳川家の菩提寺として名高い大樹寺には、松平8代の墓、歴代将軍の等身大の位牌が納められ、ゆかりの寺宝類も数多く収蔵されている。多宝塔は重要文化財に指定。,通年,0564-21-3917,http://home1.catvmics.ne.jp/~daijuji/,史跡など,Taikidera,Aichi Prefecture,"Okazaki Kamoda cho, Guangyuan 5-1","Renowned in Taikidera as family temple of Matsudaira Tokugawa family, Matsudaira 8 generations of tomb, housed a life-sized memorial tablets of successive generals, are diboric such Yukari also are a number of collections. Pagoda is designated as an important cultural property.",all year ,Historic sites such as,
蓬莱橋,静岡県,島田市南２丁目２２－１４,明治12（1879）年、大井川にかけられた木造有料橋。現在の橋は昭和40（1965）年にかけられたもので全長約897.4m、通行幅約2.4m。橋脚はコンクリートになったが、構造は昔のままだ。,通年,0547-37-1241,,橋,Penglai Bridge,Shizuoka Prefecture,"Shimada Minami 2-chome, 22-14","1879, wooden toll bridge that has been subjected to Oigawa. The current bridge is Showa 40 (1965) about the total length in those subjected to year 897.4m, passage width of about 2.4m. Piers became concrete, but the structure's unspoiled.",all year ,Bridge,
箸匠せいわ,福井県,小浜市竜前６－２,塗箸日本一の産地「若狭小浜」で、世界で一膳、自分だけのお箸が無料で作れる大人気のお店。店内には伝統的なお箸から楽しいお箸まで約300種類がある。季節毎に変わるお店の飾りも魅力。,通年,0770-56-0884（フリーダイヤル0120-11-8480）,http://www.e-hashiseiwa.com/,その他の体験施設,Chopsticks Takumi Seiwa,Fukui Prefecture,Obama Ryumae 6-2,"In coating chopsticks Japan localities ""Wakasa Obama"", one bowlful in the world, popular shops make your own chopsticks for free. The store is about 300 different from traditional chopsticks until the fun chopsticks. Attractive shops of decoration that vary from season.",all year ,Other experience facility,
坂井市海浜自然公園,福井県,坂井市三国町安島３６－７２,野鳥が生息する敷地内にアスレチックが設置された芝生広場、谷間の小川を利用した湿生植物園、バーベキュー広場など多彩な施設が点在。6月ごろに咲くアジサイもみごと。,通年（バーベキュー施設は4月20日～11月10日）,0776-82-2743（観光産業課は0776-50-3152）,http://www.mikuni.org/contents/play/nature.html,その他のパーク・施設,Sakai Seaside Nature Park,Fukui Prefecture,Sakai Mikuni Ajima 36-72,"Wild birds lawn Square Athletic is located on the site that inhabit, valley Shisseshokubutsu Garden using Ogawa of, barbecue plaza such as a variety of facilities dotted. Hydrangea blooming in around June also impressive.",all year ,Other Park and facilities,
ゆりの里公園,福井県,坂井市春江町石塚２１－２－３,6月には20種以上約3万本のユリの花が園内を埋め尽くす。また、バラ園もあり、5月中旬頃から楽しめる。子どもたちに人気の芝生広場やBBQ設備も。,通年,0776-58-0100,http://www.yurinosato.com,公園・緑地,Lily of the village park,Fukui Prefecture,Sakai Harue Ishizuka 21-2-3,"In June about 30,000 of lily flowers more than 20 species fill the park. In addition, there is also a rose garden, I can enjoy from mid May. Also popular lawn and BBQ equipment to children.",all year ,Parks and nature,
ぎふ長良川鵜飼,岐阜県,岐阜市湊町１－２,1300年以上の歴史がある伝統漁を、間近に見ることができる。漆黒の闇夜の中に響き渡る鵜匠が鵜を励ます「ホウホウ」という掛け声や、舟べりを叩く音は「日本の音風景百選」にも選ばれている。,5月11日～10月15日,058-262-0104,http://www.ukai-gifucity.jp/ukai/,その他の乗り物,Gifu Nagara Ukai,Gifu Prefecture,Gifu Minatomachi 1-2,"Traditional fishing with a history of more than 1300, it can be seen in close. Usho echoing in the pitch-black dark night is encourage the cormorants and slogan ""method"", rap the slip boat is also selected in the ""Japan of sound landscape Hyaku-sen"".",,Other vehicles,
飛騨国分寺,岐阜県,高山市総和町１丁目８３,国の重要文化財の本堂や本尊薬師如来御像聖観世音菩薩、県の重要文化財の阿弥陀如来像不動明王、飛騨地方唯一の三重塔が見どころ。大イチョウは国の天然記念物に指定。七重塔跡は国の史跡。,通年,0577-32-1395,http://www3.ocn.ne.jp/~kokubun/,寺院（観音・不動）,Hida Kokubunji,Gifu Prefecture,Takayama sum-cho 1-chome 83,"Country of the important cultural assets main hall and Buddha Yakushi your ZoKiyoshi Kanzeon Bosatsu, Amitabha image Acala of important cultural property of prefecture, Hida only triple tower of attractions. Large ginkgo is designated as a national natural monument. Seven double tower trace the country of historic sites.",all year ,Temple (Goddess of Mercy-motionless),
日本昭和村,岐阜県,美濃加茂市山之上町２２９２－１,昭和30年代の里山をイメージした園内では、陶芸やそば打ちなど20種類以上の手作り体験教室を毎日開催している。併設の昭和銭湯「里山の湯」では8種類のお風呂と無料の足湯が楽しめる。,通年,0574-23-0066,http://www.nihon-showamura.co.jp/,資料館・郷土館,Japan Showa,Gifu Prefecture,Minokamo Yamanoue cho 2292-1,"In the park that the image of the woodlands of 1955's, and has been held every day more than 20 kinds of handmade experience classroom, such as pottery and soba. The hotel's Showa bathhouse of eight in the ""Satoyama of hot water"" of the bath and free footbath is I enjoy.",all year ,Museum-local Museum,
御前埼灯台,静岡県,御前崎市御前崎１５８１,静岡県の最南端に位置する岬に建つこの灯台は、明治7年、イギリス人技師の監督のもとに誕生。行き交う船の目印というだけでなく、御前崎のシンボル的存在になっている。,通年,0548-63-2001,http://www.omaezaki.gr.jp/,灯台,Omaezaki Lighthouse,Shizuoka Prefecture,Omaezaki Omaezaki 1581,"The lighthouse is located in cape which is located in the southernmost part of Shizuoka Prefecture, 1874, birth to under the supervision of British engineer. Not just as a mark of coming and going ship, has become the symbol of Omaezaki.",all year ,Lighthouse,
日本平ロープウェイ,静岡県,静岡市清水区草薙５９７－８,日本平から久能山頂上まで約1065mを結ぶロープウェイで、眼下には遥か先の御前崎まで駿河湾の大パノラマが広がる。久能山頂上には徳川家康公ゆかりの久能山東照宮がある。,通年,054-334-2026（静岡鉄道（株）日本平ロープウェイ営業所）,http://www.shizutetsu.co.jp/park/,ロープウェイ・ケーブルカー,Nihondaira ropeway,Shizuoka Prefecture,"Shizuoka City Shimizu-ku, Kusanagi 597-8","In ropeway connecting about 1065m to Kunozan summit from Nihondaira, under eyes to the large panorama of Suruga Bay is spread to far ahead of Omaezaki. Kunozan on the top there is a Kunōzan Tōshō-gū of Yukari public Ieyasu Tokugawa.",all year ,Ropeway cable car,
窯垣の小径資料館,愛知県,瀬戸市仲洞町３９,建物は昔の窯元の家で江戸時代後期の建築。館内には窯業道具や昔の陶器、現在の陶磁器製品などを展示。日本第1号の本業タイルで作られた風呂や手洗いがある。,通年,0561-82-0714,,資料館・郷土館,Small diameter museum of Kamakaki,Aichi Prefecture,"Seto Nakabora-cho, 39","Building architecture of the late Edo period in the house of old pottery. Ceramic tools and old pottery on site, and exhibited such as the current ceramic products. There is a bath and hand wash made in Japan the first issue of the core business tile.",all year ,Museum-local Museum,
寂光院,愛知県,犬山市継鹿尾杉ノ段１２,もみじ寺と呼ばれる紅葉の名所。白雉5（654）年開山で尾張最古の名刹、千手観音を本尊とする。境内を東海自然歩道が通り緑豊かな全山は国定公園に指定され、展望台から尾張・美濃の景色は絶景。,通年,0568-61-0035,http://www.jakkoin.com/,寺院（観音・不動）,Jakukou Institute,Aichi Prefecture,Inuyama Tsugao Suginodan 12,"Autumn leaves of attractions called maple temple. Hakuchi 5 (654) year founding in Owari oldest famous temple, the Buddha the multiarmed deity. Through the precincts Tokai natural sidewalk lush whole mountain is specified in the National park, views of the Owari-Mino from the observatory is breathtaking.",all year ,Temple (Goddess of Mercy-motionless),
鷹巣海水浴場,福井県,福井市浜住町,越前加賀海岸国定公園に含まれる海水浴場。海水の透明度は抜群の海岸は砂浜あり岩場あり。海水浴シーズン以外は、釣り、ウインドサーフィンなどが楽しめる。,7月上旬～8月下旬,0776-87-2704,http://takasu.cfb.jp/,海水浴場・湖水浴場,Takanosu beaches,Fukui Prefecture,Fukui Hamaju cho,"Beaches that are included in the Echizen Kaga coast National Park. Transparency of seawater preeminent coast sandy Yes Yes rocky. Other than bathing season, fishing, etc. can enjoy windsurfing.",,"Beach, Lake Baths",
千種公園,愛知県,名古屋市千種区若水１,遊具広場や噴水のある市民憩いの場。園内にはユリ園があり、5月下旬から6月中旬には約20種約1万株のユリが可憐な花を咲かせる。,通年,052-781-5211,,公園・緑地,Chikusa park,Aichi Prefecture,"Chikusa-ku, Nagoya Wakamizu 1","Citizen oasis with play equipment Square and the fountain. Park in has lily garden, lily of about 20 species about 1 million shares in mid-June from May late is bloom lovely flower.",all year ,Parks and nature,
